# source,"PS5 capture of race session 49, in-game tyre-wear gauge read off the HUD"
# method,"red fill fraction of each of the four HUD bars; +-4% quantisation (bar is ~24 px tall at 720p, yuv420 halves it)"
# car,Lamborghini Huracan GT3 15
# circuit,"Watkins Glen International, Long Course"
# compound,RS
# tyre_wear_mult,2x
# stint1,laps 1-13 (stop during 13)
# stint2,laps 13-20
video_t_s,race_lap,wear_fl,wear_fr,wear_rl,wear_rr
1916,17.7305,0.3288,0.2516,0.3356,0.2685
1918,17.7497,0.3288,0.2368,0.3356,0.2534
1920,17.769,0.3288,0.2368,0.3356,0.2534
1922,17.7882,0.3288,0.2368,0.3356,0.2534
1924,17.8074,0.3158,0.2368,0.3356,0.2534
1926,17.8266,0.3288,0.1714,0.3356,0.2534
1928,17.8458,0.3288,0.1714,0.3356,0.2534
1930,17.8651,0.3288,0.2368,0.3356,0.2534
1932,17.8843,0.3288,0.2368,0.3356,0.2534
1934,17.9035,0.3158,0.2466,0.3356,0.2534
1936,17.9227,0.3288,0.2368,0.3356,0.2534
1938,17.942,0.3288,0.2466,0.3356,0.2534
1940,17.9612,0.3288,0.2368,0.3356,0.2534
1942,17.9804,0.3158,0.2368,0.3356,0.2534
1944,17.9996,0.3288,0.2466,0.3356,0.2534
1946,18.0188,0.3158,0.2466,0.3356,0.2643
1948,18.0379,0.3288,0.2466,0.3356,0.2534
1950,18.0571,0.3288,0.2466,0.3356,0.2534
1952,18.0762,0.3288,0.2368,0.3500,0.2643
1954,18.0954,0.3423,0.2617,0.3490,0.2797
1956,18.1145,0.3288,0.2466,0.3356,0.2534
1958,18.1337,0.3288,0.2466,0.3356,0.2534
1960,18.1528,0.3288,0.2466,0.3500,0.2643
1962,18.172,0.3288,0.2466,0.3356,0.2643
1964,18.1911,0.3288,0.2466,0.3356,0.2643
1966,18.2103,0.3288,0.2466,0.3356,0.2643
1968,18.2294,0.3288,0.2466,0.3356,0.2643
1970,18.2486,0.3288,0.2466,0.3356,0.2643
1972,18.2677,0.3288,0.2466,0.3356,0.2643
1974,18.2868,0.3288,0.2466,0.3500,0.2643
1976,18.306,0.3288,0.2466,0.3767,0.2643
1978,18.3251,0.3288,0.2466,0.3500,0.2643
1980,18.3443,0.3288,0.2466,0.3500,0.2643
1982,18.3634,0.3288,0.2466,0.3500,0.2643
1984,18.3826,0.3158,0.2236,0.3500,0.2534
1986,18.4017,0.3288,0.2466,0.3500,0.2643
1988,18.4209,0.3288,0.1791,0.3500,0.2643
1990,18.44,0.3288,0.2466,0.3500,0.2643
1992,18.4592,0.3288,0.2466,0.3500,0.2945
1994,18.4783,0.3288,0.2466,0.3500,0.2643
1996,18.4975,0.3288,0.2466,0.4013,0.2643
1998,18.5166,0.3288,0.2466,0.4013,0.2643
2000,18.5358,0.3288,0.2466,0.3500,0.2643
2002,18.5549,0.3453,0.2466,0.3500,0.2643
2004,18.5741,0.3158,0.2368,0.3861,0.2829
2006,18.5932,0.3453,0.2466,0.4013,0.2643
2008,18.6124,0.3288,0.2466,0.4013,0.2643
2010,18.6315,0.3453,0.2466,0.4013,0.2829
2012,18.6507,0.3453,0.2466,0.4013,0.2945
2014,18.6698,0.3453,0.2466,0.4013,0.2945
2016,18.689,0.3288,0.2466,0.4013,0.2945
2018,18.7081,0.3288,0.2466,0.4013,0.2945
2020,18.7273,0.3288,0.2466,0.4013,0.2643
2022,18.7464,0.3288,0.2466,0.4013,0.2643
2024,18.7656,0.3288,0.2466,0.4013,0.2643
2026,18.7847,0.3288,0.2466,0.3500,0.3224
2028,18.8039,0.3288,0.2466,0.4013,0.3224
2030,18.823,0.3288,0.2466,0.4013,0.3224
2032,18.8422,0.3288,0.2466,0.4013,0.3224
2034,18.8613,0.3453,0.2617,0.4178,0.3224
2036,18.8805,0.3453,0.2466,0.4178,0.3224
2038,18.8996,0.3288,0.2466,0.4178,0.3224
2040,18.9188,0.3453,0.2466,0.4013,0.3224
2042,18.9379,0.3453,0.2466,0.4178,0.3224
2044,18.9571,0.3453,0.2466,0.4013,0.3224
2046,18.9762,0.3453,0.2466,0.4178,0.2945
2048,18.9954,0.3453,0.2466,0.4013,0.3224
2050,19.0146,0.3453,0.2466,0.4178,0.3224
2052,19.0338,0.3453,0.2466,0.4178,0.3356
2054,19.053,0.3453,0.2466,0.4178,0.3356
2056,19.0722,0.3453,0.2466,0.4178,0.3490
2058,19.0914,0.3453,0.2466,0.4178,0.3490
2060,19.1106,0.3453,0.2466,0.4178,0.3356
2062,19.1298,0.3453,0.2466,0.4178,0.3356
2064,19.149,0.4013,0.2466,0.4178,0.3356
2066,19.1683,0.4129,0.2466,0.4178,0.3356
2068,19.1875,0.4013,0.2466,0.4178,0.3356
2070,19.2067,0.4013,0.2466,0.4178,0.3356
2072,19.2259,0.4013,0.2466,0.4178,0.3356
2074,19.2451,0.3453,0.2466,0.4178,0.3224
2076,19.2643,0.3453,0.2466,0.3307,0.3356
2078,19.2835,0.3453,0.2466,0.4178,0.3071
2080,19.3027,0.3453,0.2571,0.4178,0.3071
2082,19.322,0.4013,0.2466,0.4178,0.3356
2084,19.3412,0.3453,0.2571,0.4178,0.3356
2086,19.3604,0.4013,0.2466,0.4178,0.3356
2088,19.3796,0.4178,0.2466,0.4178,0.3356
2090,19.3988,0.4178,0.2877,0.4178,0.3356
2092,19.418,0.3724,0.2571,0.4178,0.3356
2094,19.4372,0.3861,0.2571,0.4013,0.3356
2096,19.4564,0.4295,0.3020,0.4516,0.3356
2098,19.4756,0.4013,0.2571,0.4178,0.3356
2100,19.4949,0.4178,0.2571,0.4178,0.3356
2102,19.5141,0.3885,0.2571,0.4178,0.2362
2104,19.5333,0.4013,0.2571,0.4178,0.3356
2106,19.5525,0.4178,0.2571,0.4357,0.3356
2108,19.5717,0.3935,0.2710,0.4013,0.3224
2110,19.5909,0.4178,0.2571,0.4357,0.3356
2112,19.6101,0.4178,0.2571,0.4357,0.3356
2114,19.6293,0.4178,0.2571,0.4178,0.3224
2116,19.6486,0.4178,0.2571,0.4357,0.3356
2118,19.6678,0.4178,0.2571,0.4357,0.3356
2120,19.687,0.4178,0.2571,0.4178,0.3356
2122,19.7062,0.4178,0.2571,0.4357,0.3356
2124,19.7254,0.4178,0.2877,0.4357,0.3490
2126,19.7446,0.4178,0.2571,0.4476,0.3356
2128,19.7638,0.4178,0.2571,0.4357,0.3356
2130,19.783,0.4295,0.2877,0.4357,0.3356
2132,19.8023,0.3885,0.2571,0.4357,0.3356
2134,19.8215,0.3885,0.2571,0.4589,0.3356
2136,19.8407,0.4178,0.2877,0.4357,0.3356
2138,19.8599,0.4178,0.2877,0.4357,0.3356
2140,19.8791,0.4178,0.3158,0.4357,0.3356
2142,19.8983,0.4178,0.3158,0.4589,0.3224
2144,19.9175,0.4013,0.3158,0.4357,0.3356
2146,19.9367,0.4178,0.3158,0.4357,0.3356
2148,19.956,0.4178,0.3158,0.4589,0.3356
2150,19.9752,0.4178,0.3038,0.4357,0.3356
2152,19.9944,0.4178,0.3158,0.4589,0.3356
2154,20.0,0.4178,0.3158,0.4589,0.3356
2156,20.0,0.4178,0.3158,0.4589,0.3356
